"state","county","fips","elevation","mindate","maxdate","latitude","name","datacoverage","id","elevationUnit","longitude"
"Oregon","Curry",41015,45.7,"2010-01-01","2010-12-01",42.7386,"PORT ORFORD 5 E, OR US",1,"GHCND:USC00356795","METERS",-124.4033
"Oregon","Deschutes",41017,1115.6,"2010-01-01","2010-12-01",44.0569,"BEND, OR US",1,"GHCND:USC00350694","METERS",-121.285
"Oregon","Deschutes",41017,1023.5,"2010-01-01","2010-12-01",44.1184,"BEND 7 NE, OR US",1,"GHCND:USC00350699","METERS",-121.2102
"Oregon","Deschutes",41017,1414.3,"2010-01-01","2010-12-01",43.8094,"BROTHERS, OR US",1,"GHCND:USC00351067","METERS",-120.6
"Oregon","Deschutes",41017,926.6,"2010-01-01","2010-12-01",44.2602,"REDMOND AIR CENTER, OR US",1,"GHCND:USC00357050","METERS",-121.1482
"Oregon","Deschutes",41017,969.3,"2010-01-01","2010-12-01",44.2842,"SISTERS, OR US",1,"GHCND:USC00357857","METERS",-121.5486
"Oregon","Deschutes",41017,1274.1,"2010-01-01","2010-12-01",43.8933,"SUNRIVER, OR US",1,"GHCND:USC00358246","METERS",-121.4117
"Oregon","Deschutes",41017,1328.3,"2010-01-01","2010-12-01",43.6825,"WICKIUP DAM, OR US",1,"GHCND:USC00359316","METERS",-121.6874
"Oregon","Deschutes",41017,927.5,"2010-01-01","2010-12-01",44.2558,"REDMOND ROBERTS FIELD, OR US",1,"GHCND:USW00024230","METERS",-121.1392
"Oregon","Douglas",41019,213.4,"2010-01-01","2010-12-01",42.9419,"CANYONVILLE 2 S, OR US",1,"GHCND:USC00351354","METERS",-123.28
"Oregon","Douglas",41019,121.9,"2010-01-01","2010-12-01",43.7228,"CURTIN NEAR, OR US",1,"GHCND:USC00352010","METERS",-123.2086
"Oregon","Douglas",41019,89,"2010-01-01","2010-12-01",43.6656,"DRAIN, OR US",1,"GHCND:USC00352406","METERS",-123.3275
"Oregon","Douglas",41019,41.8,"2010-01-01","2010-12-01",43.6425,"ELKTON 1 SW, OR US",1,"GHCND:USC00352632","METERS",-123.5828
"Oregon","Douglas",41019,9.1,"2010-01-01","2010-12-01",43.7463,"GARDINER 1 N, OR US",1,"GHCND:USC00353193","METERS",-124.1216
"Oregon","Douglas",41019,329.2,"2010-01-01","2010-12-01",43.3708,"IDLEYLD PARK 4 NE, OR US",1,"GHCND:USC00354126","METERS",-122.9652
"Oregon","Douglas",41019,1242.7,"2010-01-01","2010-12-01",43.3597,"LEMOLO LAKE 3 NNW, OR US",1,"GHCND:USC00354835","METERS",-122.2208
"Oregon","Douglas",41019,225.6,"2010-01-01","2010-12-01",43.1922,"LOOKINGGLASS, OR US",1,"GHCND:USC00355026","METERS",-123.469
"Oregon","Douglas",41019,131.1,"2010-01-01","2010-12-01",43.4227,"OAKLAND, OR US",1,"GHCND:USC00356200","METERS",-123.3002
"Oregon","Douglas",41019,207.3,"2010-01-01","2010-12-01",42.9505,"RIDDLE, OR US",1,"GHCND:USC00357169","METERS",-123.3572
"Oregon","Douglas",41019,129.5,"2010-01-01","2010-12-01",43.213,"ROSEBURG KQEN, OR US",1,"GHCND:USC00357331","METERS",-123.3658
"Oregon","Douglas",41019,210.3,"2010-01-01","2010-12-01",43.1708,"SOUTH DEER CREEK, OR US",1,"GHCND:USC00357940","METERS",-123.2247
"Oregon","Douglas",41019,152.4,"2010-01-01","2010-12-01",43.3963,"SUTHERLIN 2 W, OR US",1,"GHCND:USC00358260","METERS",-123.3588
"Oregon","Douglas",41019,627.9,"2010-01-01","2010-12-01",43.275,"TOKETEE FALLS, OR US",1,"GHCND:USC00358536","METERS",-122.4497
"Oregon","Douglas",41019,259.1,"2010-01-01","2010-12-01",43.0738,"UPPER OLALLA 1 N, OR US",1,"GHCND:USC00358788","METERS",-123.5877
"Oregon","Douglas",41019,140.2,"2010-01-01","2010-12-01",43.2827,"WINCHESTER, OR US",1,"GHCND:USC00359461","METERS",-123.3536
"Oregon","Douglas",41019,160,"2010-01-01","2010-12-01",43.23889,"ROSEBURG REGIONAL AIRPORT, OR US",1,"GHCND:USW00024231","METERS",-123.35472
"Oregon","Gilliam",41021,84.4,"2010-01-01","2010-12-01",45.7212,"ARLINGTON, OR US",1,"GHCND:USC00350265","METERS",-120.2064
"Oregon","Gilliam",41021,865.6,"2010-01-01","2010-12-01",45.2326,"CONDON, OR US",1,"GHCND:USC00351765","METERS",-120.1816
"Oregon","Grant",41023,1284.1,"2010-01-01","2010-12-01",44.5747,"AUSTIN 3 S, OR US",1,"GHCND:USC00350356","METERS",-118.4913
"Oregon","Grant",41023,688.8,"2010-01-01","2010-12-01",44.5563,"DAYVILLE 8 NW, OR US",1,"GHCND:USC00352173","METERS",-119.6447
"Oregon","Grant",41023,933.6,"2010-01-01","2010-12-01",44.4233,"JOHN DAY, OR US",1,"GHCND:USC00354291","METERS",-118.9594
"Oregon","Grant",41023,1140,"2010-01-01","2010-12-01",44.7135,"LONG CREEK, OR US",1,"GHCND:USC00355020","METERS",-119.1018
"Oregon","Grant",41023,608.1,"2010-01-01","2010-12-01",44.8185,"MONUMENT 2, OR US",1,"GHCND:USC00355711","METERS",-119.42
"Oregon","Grant",41023,1420.4,"2010-01-01","2010-12-01",44.1383,"SENECA, OR US",1,"GHCND:USC00357675","METERS",-118.975
"Oregon","Grant",41023,684.3,"2010-01-01","2010-12-01",44.556,"JOHN DAY 35 WNW, OR US",1,"GHCND:USW00004125","METERS",-119.6459
"Oregon","Harney",41025,1071.4,"2010-01-01","2010-12-01",43.8081,"DREWSEY, OR US",1,"GHCND:USC00352415","METERS",-118.3776
"Oregon","Harney",41025,1288.4,"2010-01-01","2010-12-01",42.2643,"FIELDS, OR US",1,"GHCND:USC00352876","METERS",-118.6759
"Oregon","Harney",41025,1255.2,"2010-01-01","2010-12-01",43.265,"MALHEUR REFUGE HEADQUARTERS, OR US",1,"GHCND:USC00355162","METERS",-118.8447
"Oregon","Harney",41025,1260.7,"2010-01-01","2010-12-01",43.2783,"O O RANCH, OR US",1,"GHCND:USC00356302","METERS",-119.3111
"Oregon","Harney",41025,1283.2,"2010-01-01","2010-12-01",42.808,"P RANCH REFUGE, OR US",1,"GHCND:USC00356853","METERS",-118.8778
"Oregon","Harney",41025,1420.4,"2010-01-01","2010-12-01",43.487,"SQUAW BUTTE, OR US",1,"GHCND:USC00358029","METERS",-119.7211
"Oregon","Harney",41025,1335,"2010-01-01","2010-12-01",42.337,"WHITEHORSE RANCH, OR US",1,"GHCND:USC00359290","METERS",-118.2346
"Oregon","Harney",41025,1396.9,"2010-01-01","2010-12-01",43.4711,"RILEY 10 WSW, OR US",1,"GHCND:USW00004128","METERS",-119.6917
"Oregon","Harney",41025,1261.9,"2010-01-01","2010-12-01",43.595,"BURNS MUNICIPAL AIRPORT, OR US",1,"GHCND:USW00094185","METERS",-118.9564
"Oregon","Hood River",41027,152.4,"2010-01-01","2010-12-01",45.6847,"HOOD RIVER EXPERIMENT STATION, OR US",1,"GHCND:USC00354003","METERS",-121.5175
"Oregon","Hood River",41027,463.3,"2010-01-01","2010-12-01",45.535,"PARKDALE 1 NNE, OR US",1,"GHCND:USC00356466","METERS",-121.58944
"Oregon","Jackson",41029,410.3,"2010-01-01","2010-12-01",42.2461,"APPLEGATE, OR US",1,"GHCND:USC00350217","METERS",-123.1763
"Oregon","Jackson",41029,532.2,"2010-01-01","2010-12-01",42.2127,"ASHLAND, OR US",1,"GHCND:USC00350304","METERS",-122.7144
"Oregon","Jackson",41029,594.1,"2010-01-01","2010-12-01",42.18,"BUNCOM 1 NNE, OR US",1,"GHCND:USC00351149","METERS",-122.9852
"Oregon","Jackson",41029,742.2,"2010-01-01","2010-12-01",42.1258,"GREEN SPRINGS POWER, OR US",1,"GHCND:USC00353509","METERS",-122.545
"Oregon","Jackson",41029,1392,"2010-01-01","2010-12-01",42.2292,"HOWARD PRAIRIE DAM, OR US",1,"GHCND:USC00354060","METERS",-122.3814
"Oregon","Jackson",41029,481.6,"2010-01-01","2010-12-01",42.6722,"LOST CREEK DAM, OR US",1,"GHCND:USC00355055","METERS",-122.675
"Oregon","Jackson",41029,756.5,"2010-01-01","2010-12-01",42.7342,"PROSPECT 2 SW, OR US",1,"GHCND:USC00356907","METERS",-122.5164
"Oregon","Jackson",41029,472.4,"2010-01-01","2010-12-01",42.2231,"RUCH, OR US",1,"GHCND:USC00357391","METERS",-123.0472
"Oregon","Jackson",41029,395.3,"2010-01-01","2010-12-01",42.3811,"MEDFORD ROGUE VALLEY INTERNATIONAL AIRPORT, OR US",1,"GHCND:USW00024225","METERS",-122.8722
"Oregon","Jefferson",41031,923.5,"2010-01-01","2010-12-01",44.8197,"ANTELOPE, OR US",1,"GHCND:USC00350197","METERS",-120.7533
"Oregon","Jefferson",41031,783.3,"2010-01-01","2010-12-01",44.726,"ASHWOOD 2 NE, OR US",1,"GHCND:USC00350312","METERS",-120.753
"Oregon","Jefferson",41031,1107.9,"2010-01-01","2010-12-01",44.5175,"GRIZZLY, OR US",1,"GHCND:USC00353542","METERS",-120.9389
"Oregon","Jefferson",41031,575.2,"2010-01-01","2010-12-01",44.7327,"LOWER HAY CREEK, OR US",1,"GHCND:USC00355080","METERS",-120.9747
"Oregon","Jefferson",41031,679.7,"2010-01-01","2010-12-01",44.6166,"MADRAS, OR US",1,"GHCND:USC00355139","METERS",-121.001
"Oregon","Jefferson",41031,744.6,"2010-01-01","2010-12-01",44.6634,"MADRAS 2 N, OR US",1,"GHCND:USC00355142","METERS",-121.146
"Oregon","Jefferson",41031,429.8,"2010-01-01","2010-12-01",44.7275,"PELTON DAM, OR US",1,"GHCND:USC00356532","METERS",-121.2505
"Oregon","Josephine",41033,419.7,"2010-01-01","2010-12-01",42.1597,"CAVE JUNCTION 1 WNW, OR US",1,"GHCND:USC00351448","METERS",-123.6422
"Oregon","Josephine",41033,283.5,"2010-01-01","2010-12-01",42.4244,"GRANTS PASS, OR US",1,"GHCND:USC00353445","METERS",-123.3236
"Oregon","Josephine",41033,442,"2010-01-01","2010-12-01",42.2283,"WILLIAMS 1 NW, OR US",1,"GHCND:USC00359390","METERS",-123.2858
"Oregon","Josephine",41033,1168,"2010-01-01","2010-12-01",42.6003,"SEXTON SUMMIT, OR US",1,"GHCND:USW00024235","METERS",-123.3641
"Oregon","Klamath",41035,1450.8,"2010-01-01","2010-12-01",43.2291,"CHEMULT, OR US",1,"GHCND:USC00351546","METERS",-121.7894
"Oregon","Klamath",41035,1274.1,"2010-01-01","2010-12-01",42.7036,"CHILOQUIN 12 NW, OR US",1,"GHCND:USC00351574","METERS",-121.9952
"Oregon","Klamath",41035,1973.6,"2010-01-01","2010-12-01",42.8966,"CRATER LAKE NPS HQ, OR US",1,"GHCND:USC00351946","METERS",-122.1327
"Oregon","Klamath",41035,1478.3,"2010-01-01","2010-12-01",42.205,"GERBER DAM, OR US",1,"GHCND:USC00353232","METERS",-121.1315
"Oregon","Klamath",41035,1254.6,"2010-01-01","2010-12-01",42.0945,"KENO, OR US",1,"GHCND:USC00354403","METERS",-121.9021
"Oregon","Klamath",41035,1283.5,"2010-01-01","2010-12-01",42.2414,"KLAMATH FALLS 1 NW, OR US",1,"GHCND:USC00354501","METERS",-121.8079
"Oregon","Klamath",41035,1463,"2010-01-01","2010-12-01",43.5491,"ODELL LAKE EAST, OR US",1,"GHCND:USC00356252","METERS",-121.9638
"Oregon","Klamath",41035,1244.8,"2010-01-01","2010-12-01",42.14694,"KLAMATH FALLS INTERNATIONAL AIRPORT, OR US",1,"GHCND:USW00094236","METERS",-121.72417
"Oregon","Lake",41037,1396.9,"2010-01-01","2010-12-01",42.1761,"ADEL, OR US",1,"GHCND:USC00350036","METERS",-119.8961
"Oregon","Lake",41037,1320.4,"2010-01-01","2010-12-01",42.9694,"ALKALI LAKE, OR US",1,"GHCND:USC00350118","METERS",-119.9933
"Oregon","Lake",41037,1389.9,"2010-01-01","2010-12-01",42.2209,"BLY 4 SE, OR US",1,"GHCND:USC00350856","METERS",-120.5792
"Oregon","Lake",41037,1711.8,"2010-01-01","2010-12-01",42.5483,"HART MOUNTAIN REFUGE, OR US",1,"GHCND:USC00353692","METERS",-119.6556
"Oregon","Lake",41037,1490.5,"2010-01-01","2010-12-01",42.2414,"LAKEVIEW 2 NNW, OR US",1,"GHCND:USC00354670","METERS",-120.3677
"Oregon","Lake",41037,1328.9,"2010-01-01","2010-12-01",42.6922,"PAISLEY, OR US",1,"GHCND:USC00356426","METERS",-120.5403
"Oregon","Lake",41037,1335.6,"2010-01-01","2010-12-01",43.1244,"SILVER LAKE R S, OR US",1,"GHCND:USC00357817","METERS",-121.0619
"Oregon","Lake",41037,1277.7,"2010-01-01","2010-12-01",42.9592,"SUMMER LAKE 1 S, OR US",1,"GHCND:USC00358173","METERS",-120.7897
"Oregon","Lake",41037,1313.7,"2010-01-01","2010-12-01",43.2644,"THE POPLARS, OR US",1,"GHCND:USC00358420","METERS",-120.9447
"Oregon","Lane",41039,181.4,"2010-01-01","2010-12-01",43.79167,"COTTAGE GROVE 1 NNE, OR US",1,"GHCND:USC00351897","METERS",-123.0275
"Oregon","Lane",41039,253.3,"2010-01-01","2010-12-01",43.7178,"COTTAGE GROVE DAM, OR US",1,"GHCND:USC00351902","METERS",-123.0578
"Oregon","Lane",41039,384,"2010-01-01","2010-12-01",44.1308,"COUGAR DAM, OR US",1,"GHCND:USC00351914","METERS",-122.2419
"Oregon","Lane",41039,249.9,"2010-01-01","2010-12-01",43.7822,"DORENA, OR US",1,"GHCND:USC00352374","METERS",-122.963
"Oregon","Lane",41039,147.8,"2010-01-01","2010-12-01",44.0494,"FERN RIDGE DAM, OR US",1,"GHCND:USC00352867","METERS",-123.3702
"Oregon","Lane",41039,3.7,"2010-01-01","2010-12-01",43.9702,"FLORENCE, OR US",1,"GHCND:USC00352972","METERS",-124.1152
"Oregon","Lane",41039,22.9,"2010-01-01","2010-12-01",44.0041,"FLORENCE NUMBER 2, OR US",1,"GHCND:USC00352973","METERS",-124.0947
"Oregon","Lane",41039,35.1,"2010-01-01","2010-12-01",43.928,"HONEYMAN STATE PARK, OR US",1,"GHCND:USC00353995","METERS",-124.1069
"Oregon","Lane",41039,205.7,"2010-01-01","2010-12-01",44.10139,"LEABURG 1 SW, OR US",1,"GHCND:USC00354811","METERS",-122.68861
"Oregon","Lane",41039,217,"2010-01-01","2010-12-01",43.9144,"LOOKOUT POINT DAM, OR US",1,"GHCND:USC00355050","METERS",-122.76
"Oregon","Lane",41039,5.2,"2010-01-01","2010-12-01",44.0366,"MAPLETON, OR US",1,"GHCND:USC00355204","METERS",-123.8627
"Oregon","Lane",41039,450.5,"2010-01-01","2010-12-01",44.1793,"MCKENZIE BRIDGE RANGER STATION, OR US",1,"GHCND:USC00355362","METERS",-122.1164
"Oregon","Lane",41039,388.6,"2010-01-01","2010-12-01",43.7428,"OAKRIDGE FISH HATCHERY, OR US",1,"GHCND:USC00356213","METERS",-122.4433
"Oregon","Lane",41039,107.6,"2010-01-01","2010-12-01",44.1278,"EUGENE MAHLON SWEET AIRPORT, OR US",1,"GHCND:USW00024221","METERS",-123.2206
"Oregon","Lincoln",41041,70.1,"2010-01-01","2010-12-01",44.4044,"ALSEA FH FALL CREEK, OR US",1,"GHCND:USC00350145","METERS",-123.7533
"Oregon","Lincoln",41041,45.7,"2010-01-01","2010-12-01",45.0333,"OTIS 2 NE, OR US",1,"GHCND:USC00356366","METERS",-123.9238
"Oregon","Lincoln",41041,37.2,"2010-01-01","2010-12-01",44.643,"NEWPORT, OR US",1,"GHCND:USW00024285","METERS",-124.0555
"Oregon","Linn",41043,655.9,"2010-01-01","2010-12-01",44.2867,"BELKNAP SPRINGS 8 N, OR US",1,"GHCND:USC00350652","METERS",-122.0388
"Oregon","Linn",41043,292.6,"2010-01-01","2010-12-01",44.3913,"CASCADIA, OR US",1,"GHCND:USC00351433","METERS",-122.4811
"Oregon","Linn",41043,167.6,"2010-01-01","2010-12-01",44.4139,"FOSTER DAM, OR US",1,"GHCND:USC00353047","METERS",-122.6728
"Oregon","Linn",41043,185.9,"2010-01-01","2010-12-01",44.3525,"HOLLEY, OR US",1,"GHCND:USC00353971","METERS",-122.7842
"Oregon","Linn",41043,158.5,"2010-01-01","2010-12-01",44.6253,"LACOMB 3 NNE, OR US",1,"GHCND:USC00354606","METERS",-122.7189
"Oregon","Linn",41043,100.6,"2010-01-01","2010-12-01",44.53278,"LEBANON, OR US",1,"GHCND:USC00354819","METERS",-122.90139
"Oregon","Linn",41043,754.4,"2010-01-01","2010-12-01",44.6125,"MARION FORKS FISH HATCHERY, OR US",1,"GHCND:USC00355221","METERS",-121.9486
"Oregon","Linn",41043,157,"2010-01-01","2010-12-01",45.3033,"REX 1 S, OR US",1,"GHCND:USC00357127","METERS",-122.9133
"Oregon","Linn",41043,1143,"2010-01-01","2010-12-01",44.4356,"SANTIAM JUNCTION, OR US",1,"GHCND:USC00357554","METERS",-121.9433
"Oregon","Linn",41043,112.8,"2010-01-01","2010-12-01",44.5156,"WATERLOO, OR US",1,"GHCND:USC00359083","METERS",-122.873
"Oregon","Malheur",41045,996.7,"2010-01-01","2010-12-01",43.9091,"BEULAH, OR US",1,"GHCND:USC00350723","METERS",-118.1523
"Oregon","Malheur",41045,1287.8,"2010-01-01","2010-12-01",42.9447,"DANNER, OR US",1,"GHCND:USC00352135","METERS",-117.3389
"Oregon","Malheur",41045,688.8,"2010-01-01","2010-12-01",43.9794,"MALHEUR BRANCH EXPERIMENTAL STATION, OR US",1,"GHCND:USC00355160","METERS",-117.0247
"Oregon","Malheur",41045,1360.6,"2010-01-01","2010-12-01",42.4106,"MC DERMITT 26 N, OR US",1,"GHCND:USC00355335","METERS",-117.8656
"Oregon","Malheur",41045,662.9,"2010-01-01","2010-12-01",43.8764,"NYSSA, OR US",1,"GHCND:USC00356179","METERS",-116.9903
"Oregon","Malheur",41045,731.5,"2010-01-01","2010-12-01",43.6501,"OWYHEE DAM, OR US",1,"GHCND:USC00356405","METERS",-117.2466
"Oregon","Malheur",41045,1030.2,"2010-01-01","2010-12-01",43.4508,"RIVERSIDE 7 SSW, OR US",1,"GHCND:USC00357208","METERS",-118.2244
"Oregon","Malheur",41045,1118.6,"2010-01-01","2010-12-01",43.3636,"ROCKVILLE 5 N, OR US",1,"GHCND:USC00357277","METERS",-117.1142
"Oregon","Malheur",41045,1037.8,"2010-01-01","2010-12-01",42.8592,"ROME 2 NW, OR US",1,"GHCND:USC00357310","METERS",-117.6569
"Oregon","Malheur",41045,682.8,"2010-01-01","2010-12-01",43.9814,"VALE, OR US",1,"GHCND:USC00358797","METERS",-117.2439
"Oregon","Malheur",41045,926.6,"2010-01-01","2010-12-01",43.9904,"WESTFALL, OR US",1,"GHCND:USC00359176","METERS",-117.7184
"Oregon","Malheur",41045,668.4,"2010-01-01","2010-12-01",44.02056,"ONTARIO MUNICIPAL AIRPORT, OR US",1,"GHCND:USW00024162","METERS",-117.01278
"Oregon","Malheur",41045,1234.4,"2010-01-01","2010-12-01",42.59056,"ROME STATE AIRPORT, OR US",1,"GHCND:USW00094107","METERS",-117.86444
"Oregon","Marion",41047,371.9,"2010-01-01","2010-12-01",44.7241,"DETROIT DAM, OR US",1,"GHCND:USC00352292","METERS",-122.2547
"Oregon","Marion",41047,411.5,"2010-01-01","2010-12-01",44.8727,"SILVER CREEK FALLS, OR US",1,"GHCND:USC00357809","METERS",-122.6486
"Oregon","Marion",41047,124.4,"2010-01-01","2010-12-01",45.0058,"SILVERTON, OR US",1,"GHCND:USC00357823","METERS",-122.7739
"Oregon","Marion",41047,129.5,"2010-01-01","2010-12-01",44.7891,"STAYTON, OR US",1,"GHCND:USC00358095","METERS",-122.8141
"Oregon","Marion",41047,62.5,"2010-01-01","2010-12-01",44.905,"SALEM MCNARY FIELD, OR US",1,"GHCND:USW00024232","METERS",-123.0011
"Oregon","Marion",41047,59.7,"2010-01-01","2010-12-01",45.24861,"AURORA STATE AIRPORT, OR US",1,"GHCND:USW00094281","METERS",-122.76861
"Oregon","Morrow",41049,85.3,"2010-01-01","2010-12-01",45.8472,"BOARDMAN, OR US",1,"GHCND:USC00350858","METERS",-119.6933
"Oregon","Morrow",41049,574.5,"2010-01-01","2010-12-01",45.3653,"HEPPNER, OR US",1,"GHCND:USC00353827","METERS",-119.5639
"Oregon","Morrow",41049,659.9,"2010-01-01","2010-12-01",45.3166,"IONE 18 S, OR US",1,"GHCND:USC00354161","METERS",-119.8814
"Oregon","Multnomah",41051,18.9,"2010-01-01","2010-12-01",45.6361,"BONNEVILLE DAM, OR US",1,"GHCND:USC00350897","METERS",-121.9519
"Oregon","Multnomah",41051,48.5,"2010-01-01","2010-12-01",45.5181,"PORTLAND KGW TV, OR US",1,"GHCND:USC00356749","METERS",-122.6894
"Oregon","Multnomah",41051,6.4,"2010-01-01","2010-12-01",45.56056,"PORTLAND NWSFO, OR US",1,"GHCND:USC00356750","METERS",-122.53806
"Oregon","Multnomah",41051,5.8,"2010-01-01","2010-12-01",45.5958,"PORTLAND INTERNATIONAL AIRPORT, OR US",1,"GHCND:USW00024229","METERS",-122.6093
"Oregon","Multnomah",41051,8.8,"2010-01-01","2010-12-01",45.55111,"PORTLAND TROUTDALE AIRPORT, OR US",1,"GHCND:USW00024242","METERS",-122.40889
"Oregon","Polk",41053,88.4,"2010-01-01","2010-12-01",44.9464,"DALLAS 2 NE, OR US",1,"GHCND:USC00352112","METERS",-123.2911
"Oregon","Polk",41053,210.3,"2010-01-01","2010-12-01",44.8358,"FALLS CITY 2 SSW, OR US",1,"GHCND:USC00352800","METERS",-123.4525
"Oregon","Polk",41053,1093.9,"2010-01-01","2010-12-01",44.92306,"LAUREL MOUNTAIN, OR US",1,"GHCND:USC00354776","METERS",-123.575
